act_symbol,date,when
INTC,2020-07-23,After market close
INTC,2020-10-22,After market close
INTC,2021-01-21,After market close
INTC,2021-04-22,
INTC,2021-07-22,After market close
INTC,2021-10-21,After market close
INTC,2022-04-28,After market close
INTC,2022-07-28,After market close
INTC,2022-10-27,After market close
INTC,2023-01-26,After market close
INTC,2023-04-27,After market close
INTC,2023-07-27,After market close
INTC,2023-10-26,After market close
INTC,2024-01-25,After market close
INTC,2024-04-25,After market close
INTC,2024-08-01,After market close
INTC,2024-10-31,After market close
INTC,2025-01-30,After market close
INTC,2025-04-24,After market close
INTU,2020-02-24,After market close
INTU,2020-05-21,After market close
INTU,2020-08-25,After market close
INTU,2020-11-19,After market close
INTU,2021-02-23,After market close
INTU,2021-05-25,After market close
INTU,2021-08-24,After market close
INTU,2021-11-18,After market close
INTU,2022-02-24,After market close
INTU,2022-05-24,After market close
INTU,2022-08-23,After market close
INTU,2022-11-29,After market close
INTU,2023-02-23,After market close
INTU,2023-05-23,After market close
INTU,2023-08-24,After market close
INTU,2023-11-28,After market close
INTU,2024-02-22,After market close
INTU,2024-05-23,After market close
INTU,2024-08-22,After market close
INTU,2024-11-21,After market close
INTU,2025-02-25,After market close
INTU,2025-05-22,
ISRG,2020-01-23,After market close
ISRG,2020-04-16,After market close
ISRG,2020-07-21,After market close
ISRG,2020-10-15,After market close
ISRG,2021-01-21,After market close
ISRG,2021-04-20,After market close
ISRG,2021-07-20,After market close
ISRG,2021-10-19,After market close
ISRG,2022-01-20,Before market open
ISRG,2022-04-21,After market close
ISRG,2022-07-21,After market close
ISRG,2022-10-18,After market close
ISRG,2023-01-24,After market close
ISRG,2023-04-18,After market close
ISRG,2023-07-20,After market close
ISRG,2023-10-19,After market close
ISRG,2024-01-23,After market close
ISRG,2024-04-18,After market close
ISRG,2024-07-18,After market close
ISRG,2024-10-17,After market close
ISRG,2025-01-23,After market close
ISRG,2025-04-22,After market close
KLAC,2020-02-04,After market close
KLAC,2020-05-05,After market close
KLAC,2020-08-03,After market close
KLAC,2020-10-28,After market close
KLAC,2021-02-03,After market close
KLAC,2021-04-29,After market close
KLAC,2021-07-29,After market close
KLAC,2021-10-27,After market close
KLAC,2022-04-28,After market close
KLAC,2022-07-28,After market close
KLAC,2022-10-26,After market close
KLAC,2023-01-26,After market close
KLAC,2023-04-26,After market close
KLAC,2023-07-27,After market close
KLAC,2023-10-25,After market close
KLAC,2024-01-25,After market close
KLAC,2024-04-25,After market close
KLAC,2024-07-24,After market close
KLAC,2024-10-30,After market close
KLAC,2025-01-30,After market close
KLAC,2025-04-30,After market close
LIN,2020-02-13,Before market open
LIN,2020-05-07,Before market open
LIN,2020-07-30,Before market open
LIN,2020-11-05,Before market open
LIN,2021-02-05,Before market open
LIN,2021-05-06,Before market open
LIN,2021-07-30,Before market open
LIN,2021-10-28,Before market open
LIN,2022-04-28,Before market open
LIN,2022-07-28,Before market open
LIN,2022-10-27,Before market open
LIN,2023-02-07,Before market open
LIN,2023-04-27,Before market open
LIN,2023-07-27,Before market open
LIN,2023-10-26,Before market open
LIN,2024-02-06,Before market open
LIN,2024-05-02,Before market open
LIN,2024-08-02,Before market open
LIN,2024-10-31,Before market open
LIN,2025-02-06,Before market open
LIN,2025-05-01,Before market open
LRCX,2020-01-29,After market close
LRCX,2020-04-22,After market close
LRCX,2020-07-29,After market close
LRCX,2020-10-21,After market close
LRCX,2021-01-27,After market close
LRCX,2021-04-21,After market close
LRCX,2021-07-28,After market close
LRCX,2021-10-20,After market close
LRCX,2022-04-20,After market close
LRCX,2022-07-27,After market close
LRCX,2022-10-19,After market close
LRCX,2023-01-25,After market close
LRCX,2023-04-19,After market close
LRCX,2023-07-26,After market close
LRCX,2023-10-18,After market close
LRCX,2024-01-24,After market close
LRCX,2024-04-24,After market close
LRCX,2024-07-31,After market close
LRCX,2024-10-23,After market close
LRCX,2025-01-29,After market close
LRCX,2025-04-23,After market close
MDLZ,2020-01-29,After market close
MDLZ,2020-04-28,After market close
MDLZ,2020-07-28,After market close
MDLZ,2020-11-02,After market close
MDLZ,2021-01-28,After market close
MDLZ,2021-04-27,After market close
MDLZ,2021-07-27,After market close
MDLZ,2021-11-02,After market close
MDLZ,2022-04-26,After market close
MDLZ,2022-07-26,After market close
MDLZ,2022-11-01,After market close
MDLZ,2023-01-31,After market close
MDLZ,2023-04-27,After market close
MDLZ,2023-07-27,After market close
MDLZ,2023-11-01,After market close
MDLZ,2024-01-30,After market close
MDLZ,2024-04-30,After market close
MDLZ,2024-07-30,After market close
MDLZ,2024-10-29,After market close
MDLZ,2025-02-04,After market close
MDLZ,2025-04-29,After market close
MELI,2020-02-10,After market close
MELI,2020-05-05,After market close
MELI,2020-08-10,Before market open
MELI,2020-11-04,After market close
MELI,2021-03-01,
MELI,2021-05-04,
MELI,2021-11-04,After market close
MELI,2022-05-04,
MELI,2022-08-03,After market close
MELI,2022-11-03,After market close
MELI,2023-05-03,After market close
MELI,2023-08-02,After market close
MELI,2023-11-01,After market close
MELI,2024-02-22,
MELI,2024-05-01,
MELI,2024-08-07,
MELI,2024-11-06,
MELI,2025-05-01,
META,2022-07-27,After market close
META,2022-10-26,After market close
META,2023-02-01,After market close
META,2023-04-26,After market close
META,2023-07-26,After market close
META,2023-10-25,After market close
META,2024-02-01,After market close
META,2024-04-24,After market close
META,2024-07-31,After market close
META,2024-10-30,After market close
META,2025-01-29,After market close
META,2025-04-30,After market close
MSFT,2020-01-29,After market close
MSFT,2020-04-29,After market close
MSFT,2020-07-22,After market close
MSFT,2020-10-27,After market close
MSFT,2021-01-26,After market close
MSFT,2021-04-27,After market close
MSFT,2021-07-27,After market close
MSFT,2021-10-26,After market close
MSFT,2022-04-26,After market close
MSFT,2022-07-26,After market close
MSFT,2022-10-25,After market close
MSFT,2023-01-24,After market close
MSFT,2023-04-25,After market close
MSFT,2023-07-25,After market close
MSFT,2023-10-24,After market close
MSFT,2024-01-30,After market close
MSFT,2024-04-25,After market close
MSFT,2024-07-30,After market close
MSFT,2024-10-30,After market close
MSFT,2025-01-29,After market close
MSFT,2025-04-30,After market close
MSTR,2020-01-28,After market close
MSTR,2020-04-28,After market close
MSTR,2020-10-27,After market close
MSTR,2021-04-27,
MSTR,2021-07-29,After market close
MSTR,2021-10-28,After market close
MSTR,2022-02-01,After market close
MSTR,2022-05-03,After market close
MSTR,2022-08-02,After market close
MSTR,2022-11-01,After market close
MSTR,2023-02-02,After market close
MSTR,2023-05-01,After market close
MSTR,2023-08-01,After market close
MSTR,2023-11-01,After market close
MSTR,2024-02-06,After market close
MSTR,2024-04-29,After market close
MSTR,2024-08-01,After market close
MSTR,2024-10-30,After market close
MSTR,2025-02-05,After market close
MSTR,2025-05-01,After market close
MU,2020-03-25,After market close
MU,2020-06-29,After market close
MU,2020-09-29,After market close
MU,2021-01-07,After market close
MU,2021-03-31,After market close
MU,2021-06-30,After market close
MU,2021-09-28,After market close
MU,2021-12-20,After market close
MU,2022-03-29,After market close
MU,2022-06-30,After market close
MU,2022-09-29,After market close
MU,2022-12-21,After market close
MU,2023-03-28,After market close
MU,2023-06-28,After market close
MU,2023-09-27,After market close
MU,2023-12-20,After market close
MU,2024-03-20,After market close
MU,2024-06-26,After market close
MU,2024-09-25,After market close
MU,2024-12-18,After market close
MU,2025-03-20,After market close
NFLX,2020-04-21,After market close
NFLX,2020-07-16,After market close
NFLX,2020-10-20,After market close
NFLX,2021-01-19,After market close
NFLX,2021-04-20,After market close
NFLX,2021-07-20,After market close
NFLX,2021-10-19,After market close
NFLX,2022-01-20,After market close
NFLX,2022-04-19,After market close
NFLX,2022-07-19,After market close
NFLX,2022-10-18,After market close
NFLX,2023-01-19,After market close
NFLX,2023-04-18,After market close
NFLX,2023-07-19,After market close
NFLX,2023-10-18,After market close
NFLX,2024-01-23,After market close
NFLX,2024-04-18,After market close
NFLX,2024-07-18,After market close
NFLX,2024-10-17,Before market open
NFLX,2025-01-21,After market close
NFLX,2025-04-17,After market close
NVDA,2020-02-13,After market close
NVDA,2020-05-21,After market close
NVDA,2020-08-19,After market close
NVDA,2020-11-18,After market close
NVDA,2021-02-24,After market close
NVDA,2021-05-26,After market close
NVDA,2021-08-18,After market close
NVDA,2021-11-17,After market close
NVDA,2022-02-16,After market close
NVDA,2022-05-25,After market close
NVDA,2022-08-24,After market close
NVDA,2022-11-16,After market close
NVDA,2023-02-22,After market close
NVDA,2023-05-24,After market close
NVDA,2023-08-23,After market close
NVDA,2023-11-21,After market close
NVDA,2024-02-21,After market close
NVDA,2024-05-22,After market close
NVDA,2024-08-28,After market close
NVDA,2024-11-20,After market close
NVDA,2025-02-26,After market close
NVDA,2025-05-28,After market close
ORLY,2020-02-05,After market close
ORLY,2020-04-22,After market close
ORLY,2020-07-29,After market close
ORLY,2020-10-28,After market close
ORLY,2021-02-10,After market close
ORLY,2021-04-28,After market close
ORLY,2021-07-28,After market close
ORLY,2021-10-27,After market close
ORLY,2022-02-09,After market close
ORLY,2022-04-27,After market close
ORLY,2022-07-27,After market close
ORLY,2022-10-26,After market close
ORLY,2023-02-08,After market close
ORLY,2023-04-26,After market close
ORLY,2023-07-26,After market close
ORLY,2023-10-25,After market close
ORLY,2024-02-07,After market close
ORLY,2024-04-24,After market close
ORLY,2024-07-24,After market close
ORLY,2024-10-23,After market close
ORLY,2025-02-05,After market close
ORLY,2025-04-23,After market close
PANW,2020-02-24,After market close
PANW,2020-05-21,After market close
PANW,2020-08-24,After market close
PANW,2020-11-16,Before market open
PANW,2021-02-22,After market close
PANW,2021-05-20,After market close
PANW,2021-08-23,After market close
PANW,2021-11-18,After market close
PANW,2022-02-22,After market close
PANW,2022-05-19,After market close
PANW,2022-08-22,After market close
PANW,2022-11-17,After market close
PANW,2023-02-21,After market close
PANW,2023-05-23,After market close
PANW,2023-08-18,After market close
PANW,2023-11-15,After market close
PANW,2024-02-20,After market close
PANW,2024-05-20,After market close
PANW,2024-08-19,After market close
PANW,2024-11-20,After market close
PANW,2025-02-13,After market close
PANW,2025-05-19,
PDD,2020-03-11,Before market open
PDD,2020-05-22,Before market open
PDD,2020-08-21,Before market open
PDD,2020-11-12,Before market open
PDD,2021-03-10,
PDD,2021-05-26,Before market open
PDD,2021-08-24,Before market open
PDD,2021-11-26,Before market open
PDD,2022-03-21,Before market open
PDD,2022-05-27,Before market open
PDD,2022-08-29,Before market open
PDD,2022-11-28,Before market open
PDD,2023-03-20,Before market open
PDD,2023-05-26,
PDD,2023-08-29,Before market open
PDD,2023-11-28,Before market open
PDD,2024-03-20,Before market open
PDD,2024-05-22,Before market open
PDD,2024-08-26,Before market open
PDD,2024-11-21,Before market open
PDD,2025-03-20,Before market open
PDD,2025-05-28,
PEP,2020-02-13,Before market open
PEP,2020-04-28,Before market open
PEP,2020-07-13,Before market open
PEP,2020-10-01,Before market open
PEP,2021-04-15,Before market open
PEP,2021-07-13,Before market open
PEP,2021-10-05,Before market open
PEP,2022-04-26,Before market open
PEP,2022-07-12,Before market open
PEP,2022-10-12,Before market open
PEP,2023-02-09,Before market open
PEP,2023-04-25,Before market open
PEP,2023-07-13,Before market open
PEP,2023-10-10,Before market open
PEP,2024-02-09,Before market open
PEP,2024-04-23,Before market open
PEP,2024-07-11,Before market open
PEP,2024-10-08,Before market open
PEP,2025-02-04,Before market open
PEP,2025-04-24,Before market open
PLTR,2020-11-12,After market close
PLTR,2021-02-16,Before market open
PLTR,2021-05-11,Before market open
PLTR,2021-08-12,Before market open
PLTR,2021-11-09,Before market open
PLTR,2022-02-17,Before market open
PLTR,2022-05-09,Before market open
PLTR,2022-08-08,Before market open
PLTR,2022-11-07,Before market open
PLTR,2023-02-13,After market close
PLTR,2023-05-08,After market close
PLTR,2023-08-07,After market close
PLTR,2023-11-02,Before market open
PLTR,2024-02-05,After market close
PLTR,2024-05-06,After market close
PLTR,2024-08-05,After market close
PLTR,2024-11-04,After market close
PLTR,2025-02-03,After market close
PLTR,2025-05-05,After market close
QCOM,2020-02-05,After market close
QCOM,2020-04-29,After market close
QCOM,2020-07-29,After market close
QCOM,2020-11-04,After market close
QCOM,2021-02-03,After market close
QCOM,2021-04-28,After market close
QCOM,2021-07-28,After market close
QCOM,2021-11-03,After market close
QCOM,2022-02-02,After market close
QCOM,2022-04-27,After market close
QCOM,2022-07-27,After market close
QCOM,2022-11-02,After market close
QCOM,2023-02-02,After market close
QCOM,2023-05-03,After market close
QCOM,2023-08-02,After market close
QCOM,2023-11-01,After market close
QCOM,2024-01-31,After market close
QCOM,2024-05-01,After market close
QCOM,2024-07-31,After market close
QCOM,2024-11-06,After market close
QCOM,2025-02-05,After market close
QCOM,2025-04-30,After market close
SBUX,2020-01-28,After market close
SBUX,2020-04-28,After market close
SBUX,2020-07-28,After market close
SBUX,2020-10-29,After market close
SBUX,2021-01-26,After market close
SBUX,2021-04-27,After market close
SBUX,2021-07-27,After market close
SBUX,2021-10-28,After market close
SBUX,2022-02-01,After market close
SBUX,2022-05-03,After market close
SBUX,2022-08-02,After market close
SBUX,2022-11-03,After market close
SBUX,2023-02-02,After market close
SBUX,2023-05-02,After market close
SBUX,2023-08-01,After market close
SBUX,2023-11-02,Before market open
SBUX,2024-01-30,After market close
SBUX,2024-04-30,After market close
SBUX,2024-07-30,After market close
SBUX,2024-10-30,After market close
SBUX,2025-01-28,After market close
SBUX,2025-04-29,After market close
SNPS,2020-02-19,After market close
SNPS,2020-05-20,After market close
SNPS,2020-08-19,After market close
SNPS,2020-12-02,After market close
SNPS,2021-02-17,After market close
SNPS,2021-05-19,After market close
SNPS,2021-08-18,After market close
SNPS,2021-12-01,After market close
SNPS,2022-02-16,After market close
SNPS,2022-05-18,After market close
SNPS,2022-08-17,After market close
SNPS,2022-11-30,After market close
SNPS,2023-02-15,After market close
SNPS,2023-05-17,After market close
SNPS,2023-08-16,After market close
SNPS,2023-11-29,After market close
SNPS,2024-02-21,After market close
SNPS,2024-05-22,After market close
SNPS,2024-08-21,After market close
SNPS,2024-12-04,After market close
SNPS,2025-02-26,After market close
SNPS,2025-05-28,
TMUS,2020-02-06,
TMUS,2020-05-06,After market close
TMUS,2020-08-06,After market close
TMUS,2020-11-05,After market close
TMUS,2021-02-04,
TMUS,2021-05-04,After market close
TMUS,2021-07-29,After market close
TMUS,2021-11-02,After market close
TMUS,2022-02-02,After market close
TMUS,2022-04-27,Before market open
TMUS,2022-07-27,Before market open
TMUS,2022-10-27,After market close
TMUS,2023-02-01,Before market open
TMUS,2023-04-27,After market close
TMUS,2023-07-27,After market close
TMUS,2023-10-25,Before market open
TMUS,2024-01-25,After market close
TMUS,2024-04-25,After market close
TMUS,2024-07-31,Before market open
TMUS,2024-10-23,After market close
TMUS,2025-01-29,Before market open
TMUS,2025-04-24,After market close
TSLA,2020-01-29,After market close
TSLA,2020-04-29,After market close
TSLA,2020-07-22,After market close
TSLA,2020-10-21,After market close
TSLA,2021-01-27,After market close
TSLA,2021-04-26,After market close
TSLA,2021-07-26,After market close
TSLA,2021-10-20,After market close
TSLA,2022-04-20,After market close
TSLA,2022-07-20,After market close
TSLA,2022-10-19,After market close
TSLA,2023-01-25,After market close
TSLA,2023-04-19,After market close
TSLA,2023-07-19,After market close
TSLA,2023-10-18,After market close
TSLA,2024-01-24,After market close
TSLA,2024-04-23,After market close
TSLA,2024-07-23,After market close
TSLA,2024-10-23,After market close
TSLA,2025-01-29,After market close
TSLA,2025-04-22,After market close
TXN,2020-01-22,After market close
TXN,2020-04-21,After market close
TXN,2020-07-21,After market close
TXN,2020-10-20,After market close
TXN,2021-01-26,After market close
TXN,2021-04-27,After market close
TXN,2021-07-21,After market close
TXN,2021-10-26,After market close
TXN,2022-04-26,After market close